Date,Barrage,Capacite Normale (Mm3),Reserve (Mm3),Taux de Remplissage (%)
2025-06-27,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-06-27,Tamesna,57,20.156,35.3614
2025-06-27,El Mellah,35,13.889,39.6829
2025-06-27,El Himer,14,1.401,10.0071
2025-06-27,Maazer,13,0,0
2025-06-27,O. Hassar,2.24,0,0
2025-06-27,Ain Kouachia,11,7.814,71.0364
2025-06-27,Zamrine,0.496,0.416,83.871
2025-06-27,Réserve totale,,699.409,
2025-06-26,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-06-26,Tamesna,57,20.191,35.4228
2025-06-26,El Mellah,35,13.918,39.7657
2025-06-26,El Himer,14,1.405,10.0357
2025-06-26,Maazer,13,0,0
2025-06-26,O. Hassar,2.24,0,0
2025-06-26,Ain Kouachia,11,7.814,71.0364
2025-06-26,Zamrine,0.496,0.416,83.871
2025-06-26,Réserve totale,,699.47705,
2025-06-25,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-06-25,Tamesna,57,20.226,35.4842
2025-06-25,El Mellah,35,13.948,39.8514
2025-06-25,El Himer,14,1.405,10.0357
2025-06-25,Maazer,13,0,0
2025-06-25,O. Hassar,2.24,0,0
2025-06-25,Ain Kouachia,11,7.827,71.1545
2025-06-25,Zamrine,0.496,0.417,84.0726
2025-06-25,Réserve totale,,699.556,
2025-06-24,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-06-24,Tamesna,57,20.244,35.5158
2025-06-24,El Mellah,35,13.978,39.9371
2025-06-24,El Himer,14,1.408,10.0571
2025-06-24,Maazer,13,0,0
2025-06-24,O. Hassar,2.24,0,0
2025-06-24,Ain Kouachia,11,7.841,71.2818
2025-06-24,Zamrine,0.496,0.417,84.0726
2025-06-24,Réserve totale,,699.62103,
2025-06-23,Sidi Mohammed Ben Abdellah,974.788,655.733,67.2693
2025-06-23,Tamesna,57,20.279,35.5772
2025-06-23,El Mellah,35,14.007,40.02
2025-06-23,El Himer,14,1.408,10.0571
2025-06-23,Maazer,13,0,0
2025-06-23,O. Hassar,2.24,0,0
2025-06-23,Ain Kouachia,11,7.854,71.4
2025-06-23,Zamrine,0.496,0.417,84.0726
2025-06-23,Réserve totale,,699.698,
2025-06-22,Sidi Mohammed Ben Abdellah,974.788,656.454,67.3433
2025-06-22,Tamesna,57,20.296,35.607
2025-06-22,El Mellah,35,14.037,40.1057
2025-06-22,El Himer,14,1.412,10.0857
2025-06-22,Maazer,13,0,0
2025-06-22,O. Hassar,2.24,0,0
2025-06-22,Ain Kouachia,11,7.854,71.4
2025-06-22,Zamrine,0.496,0.418,84.2742
2025-06-22,Réserve totale,,700.471,
2025-06-21,Sidi Mohammed Ben Abdellah,974.788,657.536,67.4543
2025-06-21,Tamesna,57,20.331,35.6684
2025-06-21,El Mellah,35,14.067,40.1914
2025-06-21,El Himer,14,1.415,10.1071
2025-06-21,Maazer,13,0,0
2025-06-21,O. Hassar,2.24,0,0
2025-06-21,Ain Kouachia,11,7.867,71.5182
2025-06-21,Zamrine,0.496,0.418,84.2742
2025-06-21,Réserve totale,,701.63403,
2025-06-20,Sidi Mohammed Ben Abdellah,974.788,658.62,67.5655
2025-06-20,Tamesna,57,20.349,35.7
2025-06-20,El Mellah,35,14.094,40.2686
2025-06-20,El Himer,14,1.419,10.1357
2025-06-20,Maazer,13,0,0
2025-06-20,O. Hassar,2.24,0,0
2025-06-20,Ain Kouachia,11,7.881,71.6455
2025-06-20,Zamrine,0.496,0.418,84.2742
2025-06-20,Réserve totale,,702.781,
2025-06-19,Sidi Mohammed Ben Abdellah,974.788,660.068,67.714
2025-06-19,Tamesna,57,20.384,35.7614
2025-06-19,El Mellah,35,14.126,40.36
2025-06-19,El Himer,14,1.423,10.1643
2025-06-19,Maazer,13,0,0
2025-06-19,O. Hassar,2.24,0,0
2025-06-19,Ain Kouachia,11,7.894,71.7636
2025-06-19,Zamrine,0.496,0.421,84.879
2025-06-19,Réserve totale,,704.3159,
2025-06-18,Sidi Mohammed Ben Abdellah,974.788,661.518,67.8628
2025-06-18,Tamesna,57,20.419,35.8228
2025-06-18,El Mellah,35,14.156,40.4457
2025-06-18,El Himer,14,1.426,10.1857
2025-06-18,Maazer,13,0,0
2025-06-18,O. Hassar,2.24,0,0
2025-06-18,Ain Kouachia,11,7.894,71.7636
2025-06-18,Zamrine,0.496,0.421,84.879
2025-06-18,Réserve totale,,705.83405,
2025-06-17,Sidi Mohammed Ben Abdellah,974.788,662.97,68.0117
2025-06-17,Tamesna,57,20.436,35.8526
2025-06-17,El Mellah,35,14.186,40.5314
2025-06-17,El Himer,14,1.43,10.2143
2025-06-17,Maazer,13,0,0
2025-06-17,O. Hassar,2.24,0,0
2025-06-17,Ain Kouachia,11,7.921,72.0091
2025-06-17,Zamrine,0.496,0.421,84.879
2025-06-17,Réserve totale,,707.36395,
2025-06-16,Sidi Mohammed Ben Abdellah,974.788,662.97,68.0117
2025-06-16,Tamesna,57,20.472,35.9158
2025-06-16,El Mellah,35,14.216,40.6171
2025-06-16,El Himer,14,1.433,10.2357
2025-06-16,Maazer,13,0,0
2025-06-16,O. Hassar,2.24,0,0
2025-06-16,Ain Kouachia,11,7.934,72.1273
2025-06-16,Zamrine,0.496,0.21,42.3387
2025-06-16,Réserve totale,,707.235,
2025-06-15,Sidi Mohammed Ben Abdellah,974.788,662.97,68.0117
2025-06-15,Tamesna,57,20.489,35.9456
2025-06-15,El Mellah,35,14.246,40.7029
2025-06-15,El Himer,14,1.437,10.2643
2025-06-15,Maazer,13,0,0
2025-06-15,O. Hassar,2.24,0,0
2025-06-15,Ain Kouachia,11,8.947,81.3364
2025-06-15,Zamrine,0.496,0.421,84.879
2025-06-15,Réserve totale,,708.51,
2025-06-14,Sidi Mohammed Ben Abdellah,974.788,662.97,68.0117
2025-06-14,Tamesna,57,20.524,36.007
2025-06-14,El Mellah,35,14.276,40.7886
2025-06-14,El Himer,14,1.441,10.2929
2025-06-14,Maazer,13,0,0
2025-06-14,O. Hassar,2.24,0,0
2025-06-14,Ain Kouachia,11,8.947,81.3364
2025-06-14,Zamrine,0.496,0.421,84.879
2025-06-14,Réserve totale,,708.579,
2025-06-13,Sidi Mohammed Ben Abdellah,974.788,662.97,68.0117
2025-06-13,Tamesna,57,20.542,36.0386
2025-06-13,El Mellah,35,14.306,40.8743
2025-06-13,El Himer,14,1.444,10.3143
2025-06-13,Maazer,13,0,0
2025-06-13,O. Hassar,2.24,0,0
2025-06-13,Ain Kouachia,11,8.947,81.3364
2025-06-13,Zamrine,0.496,0.421,84.879
2025-06-13,Réserve totale,,708.63,
2025-06-12,Sidi Mohammed Ben Abdellah,974.788,662.97,68.0117
2025-06-12,Tamesna,57,20.577,36.1
2025-06-12,El Mellah,35,14.336,40.96
2025-06-12,El Himer,14,1.448,10.3429
2025-06-12,Maazer,13,0,0
2025-06-12,O. Hassar,2.24,0,0
2025-06-12,Ain Kouachia,11,8.947,81.3364
2025-06-12,Zamrine,0.496,0.422,85.0806
2025-06-12,Réserve totale,,708.7,
2025-06-11,Sidi Mohammed Ben Abdellah,974.788,662.606,67.9744
2025-06-11,Tamesna,57,20.612,36.1614
2025-06-11,El Mellah,35,14.366,41.0457
2025-06-11,El Himer,14,1.448,10.3429
2025-06-11,Maazer,13,0,0
2025-06-11,O. Hassar,2.24,0,0
2025-06-11,Ain Kouachia,11,7.961,72.3727
2025-06-11,Zamrine,0.496,0.422,85.0806
2025-06-11,Réserve totale,,707.41504,
2025-06-10,Sidi Mohammed Ben Abdellah,974.788,662.606,67.9744
2025-06-10,Tamesna,57,20.648,36.2246
2025-06-10,El Mellah,35,14.396,41.1314
2025-06-10,El Himer,14,1.451,10.3643
2025-06-10,Maazer,13,0,0
2025-06-10,O. Hassar,2.24,0,0
2025-06-10,Ain Kouachia,11,8.961,81.4636
2025-06-10,Zamrine,0.496,0.422,85.0806
2025-06-10,Réserve totale,,708.484,
2025-06-09,Sidi Mohammed Ben Abdellah,974.788,662.606,67.9744
2025-06-09,Tamesna,57,20.683,36.286
2025-06-09,El Mellah,35,14.426,41.2171
2025-06-09,El Himer,14,1.451,10.3643
2025-06-09,Maazer,13,0,0
2025-06-09,O. Hassar,2.24,0,0
2025-06-09,Ain Kouachia,11,8.961,81.4636
2025-06-09,Zamrine,0.496,0.422,85.0806
2025-06-09,Réserve totale,,708.549,
2025-06-08,Sidi Mohammed Ben Abdellah,974.788,662.606,67.9744
2025-06-08,Tamesna,57,20.718,36.3474
2025-06-08,El Mellah,35,14.456,41.3029
2025-06-08,El Himer,14,1.455,10.3929
2025-06-08,Maazer,13,0,0
2025-06-08,O. Hassar,2.24,0,0
2025-06-08,Ain Kouachia,11,8.974,81.5818
2025-06-08,Zamrine,0.496,0.423,85.2823
2025-06-08,Réserve totale,,708.632,
2025-06-07,Sidi Mohammed Ben Abdellah,974.788,662.243,67.9371
2025-06-07,Tamesna,57,20.736,36.3789
2025-06-07,El Mellah,35,14.486,41.3886
2025-06-07,El Himer,14,1.459,10.4214
2025-06-07,Maazer,13,0,0
2025-06-07,O. Hassar,2.24,0,0
2025-06-07,Ain Kouachia,11,8.987,81.7
2025-06-07,Zamrine,0.496,0.423,85.2823
2025-06-07,Réserve totale,,708.334,
2025-06-06,Sidi Mohammed Ben Abdellah,974.788,662.243,67.9371
2025-06-06,Tamesna,57,20.754,36.4105
2025-06-06,El Mellah,35,14.516,41.4743
2025-06-06,El Himer,14,1.462,10.4429
2025-06-06,Maazer,13,0,0
2025-06-06,O. Hassar,2.24,0,0
2025-06-06,Ain Kouachia,11,8.001,72.7364
2025-06-06,Zamrine,0.496,0.423,85.2823
2025-06-06,Réserve totale,,707.3989,
2025-06-05,Sidi Mohammed Ben Abdellah,974.788,661.88,67.8999
2025-06-05,Tamesna,57,20.789,36.4719
2025-06-05,El Mellah,35,14.546,41.56
2025-06-05,El Himer,14,1.466,10.4714
2025-06-05,Maazer,13,0,0
2025-06-05,O. Hassar,2.24,0,0
2025-06-05,Ain Kouachia,11,8.014,72.8545
2025-06-05,Zamrine,0.496,0.423,85.2823
2025-06-05,Réserve totale,,707.118,
2025-06-04,Sidi Mohammed Ben Abdellah,974.788,661.88,67.8999
2025-06-04,Tamesna,57,20.807,36.5035
2025-06-04,El Mellah,35,14.577,41.6486
2025-06-04,El Himer,14,1.466,10.4714
2025-06-04,Maazer,13,0,0
2025-06-04,O. Hassar,2.24,0,0
2025-06-04,Ain Kouachia,11,8.041,73.1
2025-06-04,Zamrine,0.496,0.424,85.4839
2025-06-04,Réserve totale,,707.19507,
2025-06-03,Sidi Mohammed Ben Abdellah,974.788,661.88,67.8999
2025-06-03,Tamesna,57,20.843,36.5667
2025-06-03,El Mellah,35,14.607,41.7343
2025-06-03,El Himer,14,1.47,10.5
2025-06-03,Maazer,13,0,0
2025-06-03,O. Hassar,2.24,0,0
2025-06-03,Ain Kouachia,11,8.054,73.2182
2025-06-03,Zamrine,0.496,0.424,85.4839
2025-06-03,Réserve totale,,707.278,
2025-06-02,Sidi Mohammed Ben Abdellah,974.788,661.88,67.8999
2025-06-02,Tamesna,57,20.86,36.5965
2025-06-02,El Mellah,35,14.637,41.82
2025-06-02,El Himer,14,1.473,10.5214
2025-06-02,Maazer,13,0,0
2025-06-02,O. Hassar,2.24,0,0
2025-06-02,Ain Kouachia,11,8.054,73.2182
2025-06-02,Zamrine,0.496,0.426,85.8871
2025-06-02,Réserve totale,,707.3301,
2025-06-01,Sidi Mohammed Ben Abdellah,974.788,661.518,67.8628
2025-06-01,Tamesna,57,20.878,36.6281
2025-06-01,El Mellah,35,14.668,41.9086
2025-06-01,El Himer,14,1.477,10.55
2025-06-01,Maazer,13,0,0
2025-06-01,O. Hassar,2.24,0,0
2025-06-01,Ain Kouachia,11,8.054,73.2182
2025-06-01,Zamrine,0.496,0.426,85.8871
2025-06-01,Réserve totale,,707.02106,
2025-05-31,Sidi Mohammed Ben Abdellah,974.788,661.155,67.8255
2025-05-31,Tamesna,57,20.914,36.6912
2025-05-31,El Mellah,35,14.698,41.9943
2025-05-31,El Himer,14,1.481,10.5786
2025-05-31,Maazer,13,0,0
2025-05-31,O. Hassar,2.24,0,0
2025-05-31,Ain Kouachia,11,8.068,73.3455
2025-05-31,Zamrine,0.496,0.426,85.8871
2025-05-31,Réserve totale,,706.74207,
2025-05-30,Sidi Mohammed Ben Abdellah,974.788,660.792,67.7883
2025-05-30,Tamesna,57,20.931,36.7211
2025-05-30,El Mellah,35,14.759,42.1686
2025-05-30,El Himer,14,1.484,10.6
2025-05-30,Maazer,13,0,0
2025-05-30,O. Hassar,2.24,0,0
2025-05-30,Ain Kouachia,11,8.068,73.3455
2025-05-30,Zamrine,0.496,0.426,85.8871
2025-05-30,Réserve totale,,706.46,
2025-05-29,Sidi Mohammed Ben Abdellah,974.788,660.068,67.714
2025-05-29,Tamesna,57,20.967,36.7842
2025-05-29,El Mellah,35,14.789,42.2543
2025-05-29,El Himer,14,1.488,10.6286
2025-05-29,Maazer,13,0,0
2025-05-29,O. Hassar,2.24,0,0
2025-05-29,Ain Kouachia,11,8.068,73.3455
2025-05-29,Zamrine,0.496,0.426,85.8871
2025-05-29,Réserve totale,,705.80597,
2025-05-28,Sidi Mohammed Ben Abdellah,974.788,659.706,67.6769
2025-05-28,Tamesna,57,21.003,36.8474
2025-05-28,El Mellah,35,14.851,42.4314
2025-05-28,El Himer,14,1.492,10.6571
2025-05-28,Maazer,13,0,0
2025-05-28,O. Hassar,2.24,0,0
2025-05-28,Ain Kouachia,11,8.054,73.2182
2025-05-28,Zamrine,0.496,0.426,85.8871
2025-05-28,Réserve totale,,705.53204,
2025-05-27,Sidi Mohammed Ben Abdellah,974.788,660.068,67.714
2025-05-27,Tamesna,57,21.038,36.9088
2025-05-27,El Mellah,35,14.851,42.4314
2025-05-27,El Himer,14,1.495,10.6786
2025-05-27,Maazer,13,0,0
2025-05-27,O. Hassar,2.24,0,0
2025-05-27,Ain Kouachia,11,8.054,73.2182
2025-05-27,Zamrine,0.496,0.426,85.8871
2025-05-27,Réserve totale,,705.93207,
2025-05-26,Sidi Mohammed Ben Abdellah,974.788,660.43,67.7511
2025-05-26,Tamesna,57,21.056,36.9403
2025-05-26,El Mellah,35,14.881,42.5171
2025-05-26,El Himer,14,1.499,10.7071
2025-05-26,Maazer,13,0,0
2025-05-26,O. Hassar,2.24,0,0
2025-05-26,Ain Kouachia,11,8.068,73.3455
2025-05-26,Zamrine,0.496,0.427,86.0887
2025-05-26,Réserve totale,,706.36096,
2025-05-25,Sidi Mohammed Ben Abdellah,974.788,660.792,67.7883
2025-05-25,Tamesna,57,21.092,37.0035
2025-05-25,El Mellah,35,14.942,42.6914
2025-05-25,El Himer,14,1.499,10.7071
2025-05-25,Maazer,13,0,0
2025-05-25,O. Hassar,2.24,0,0
2025-05-25,Ain Kouachia,11,8.094,73.5818
2025-05-25,Zamrine,0.496,0.427,86.0887
2025-05-25,Réserve totale,,706.846,
2025-05-24,Sidi Mohammed Ben Abdellah,974.788,660.792,67.7883
2025-05-24,Tamesna,57,21.11,37.0351
2025-05-24,El Mellah,35,14.973,42.78
2025-05-24,El Himer,14,1.503,10.7357
2025-05-24,Maazer,13,0,0
2025-05-24,O. Hassar,2.24,0,0
2025-05-24,Ain Kouachia,11,8.094,73.5818
2025-05-24,Zamrine,0.496,0.427,86.0887
2025-05-24,Réserve totale,,706.899,
2025-05-23,Sidi Mohammed Ben Abdellah,974.788,660.792,67.7883
2025-05-23,Tamesna,57,21.145,37.0965
2025-05-23,El Mellah,35,15.004,42.8686
2025-05-23,El Himer,14,1.506,10.7571
2025-05-23,Maazer,13,0,0
2025-05-23,O. Hassar,2.24,0,0
2025-05-23,Ain Kouachia,11,8.094,73.5818
2025-05-23,Zamrine,0.496,0.427,86.0887
2025-05-23,Réserve totale,,706.968,
2025-05-22,Sidi Mohammed Ben Abdellah,974.788,660.43,67.7511
2025-05-22,Tamesna,57,21.163,37.1281
2025-05-22,El Mellah,35,15.066,43.0457
2025-05-22,El Himer,14,1.51,10.7857
2025-05-22,Maazer,13,0,0
2025-05-22,O. Hassar,2.24,0,0
2025-05-22,Ain Kouachia,11,8.108,73.7091
2025-05-22,Zamrine,0.496,0.427,86.0887
2025-05-22,Réserve totale,,706.704,
2025-05-21,Sidi Mohammed Ben Abdellah,974.788,660.43,67.7511
2025-05-21,Tamesna,57,21.181,37.1596
2025-05-21,El Mellah,35,15.096,43.1314
2025-05-21,El Himer,14,1.514,10.8143
2025-05-21,Maazer,13,0,0
2025-05-21,O. Hassar,2.24,0,0
2025-05-21,Ain Kouachia,11,8.121,73.8273
2025-05-21,Zamrine,0.496,0.427,86.0887
2025-05-21,Réserve totale,,706.7689,
2025-05-20,Sidi Mohammed Ben Abdellah,974.788,660.068,67.714
2025-05-20,Tamesna,57,21.217,37.2228
2025-05-20,El Mellah,35,15.127,43.22
2025-05-20,El Himer,14,1.518,10.8429
2025-05-20,Maazer,13,0,0
2025-05-20,O. Hassar,2.24,0,0
2025-05-20,Ain Kouachia,11,8.134,73.9455
2025-05-20,Zamrine,0.496,0.428,86.2903
2025-05-20,Réserve totale,,706.49194,
2025-05-19,Sidi Mohammed Ben Abdellah,974.788,660.068,67.714
2025-05-19,Tamesna,57,21.235,37.2544
2025-05-19,El Mellah,35,15.158,43.3086
2025-05-19,El Himer,14,1.521,10.8643
2025-05-19,Maazer,13,0,0
2025-05-19,O. Hassar,2.24,0,0
2025-05-19,Ain Kouachia,11,8.148,74.0727
2025-05-19,Zamrine,0.496,0.428,86.2903
2025-05-19,Réserve totale,,706.558,
2025-05-18,Sidi Mohammed Ben Abdellah,974.788,659.706,67.6769
2025-05-18,Tamesna,57,21.271,37.3175
2025-05-18,El Mellah,35,14.156,40.4457
2025-05-18,El Himer,14,1.521,10.8643
2025-05-18,Maazer,13,0,0
2025-05-18,O. Hassar,2.24,0,0
2025-05-18,Ain Kouachia,11,8.148,74.0727
2025-05-18,Zamrine,0.496,0.428,86.2903
2025-05-18,Réserve totale,,705.23,
2025-05-17,Sidi Mohammed Ben Abdellah,974.788,659.706,67.6769
2025-05-17,Tamesna,57,21.289,37.3491
2025-05-17,El Mellah,35,15.189,43.3971
2025-05-17,El Himer,14,1.252,8.94286
2025-05-17,Maazer,13,0,0
2025-05-17,O. Hassar,2.24,0,0
2025-05-17,Ain Kouachia,11,8.148,74.0727
2025-05-17,Zamrine,0.496,0.428,86.2903
2025-05-17,Réserve totale,,706.012,
2025-05-16,Sidi Mohammed Ben Abdellah,974.788,659.344,67.6397
2025-05-16,Tamesna,57,21.325,37.4123
2025-05-16,El Mellah,35,15.22,43.4857
2025-05-16,El Himer,14,1.525,10.8929
2025-05-16,Maazer,13,0,0
2025-05-16,O. Hassar,2.24,0,0
2025-05-16,Ain Kouachia,11,8.148,74.0727
2025-05-16,Zamrine,0.496,0.428,86.2903
2025-05-16,Réserve totale,,705.99,
2025-05-15,Sidi Mohammed Ben Abdellah,974.788,658.982,67.6026
2025-05-15,Tamesna,57,21.343,37.4439
2025-05-15,El Mellah,35,15.22,43.4857
2025-05-15,El Himer,14,1.529,10.9214
2025-05-15,Maazer,13,0,0
2025-05-15,O. Hassar,2.24,0,0
2025-05-15,Ain Kouachia,11,8.161,74.1909
2025-05-15,Zamrine,0.496,0.43,86.6936
2025-05-15,Réserve totale,,705.665,
2025-05-14,Sidi Mohammed Ben Abdellah,974.788,658.982,67.6026
2025-05-14,Tamesna,57,21.378,37.5053
2025-05-14,El Mellah,35,15.251,43.5743
2025-05-14,El Himer,14,1.529,10.9214
2025-05-14,Maazer,13,0,0
2025-05-14,O. Hassar,2.24,0,0
2025-05-14,Ain Kouachia,11,8.174,74.3091
2025-05-14,Zamrine,0.496,0.43,86.6936
2025-05-14,Réserve totale,,705.74396,
2025-05-13,Sidi Mohammed Ben Abdellah,974.788,658.62,67.5655
2025-05-13,Tamesna,57,21.397,37.5386
2025-05-13,El Mellah,35,15.251,43.5743
2025-05-13,El Himer,14,1.533,10.95
2025-05-13,Maazer,13,0,0
2025-05-13,O. Hassar,2.24,0,0
2025-05-13,Ain Kouachia,11,8.188,74.4364
2025-05-13,Zamrine,0.496,0.43,86.6936
2025-05-13,Réserve totale,,705.41895,
2025-05-12,Sidi Mohammed Ben Abdellah,974.788,658.259,67.5284
2025-05-12,Tamesna,57,21.432,37.6
2025-05-12,El Mellah,35,15.282,43.6629
2025-05-12,El Himer,14,1.536,10.9714
2025-05-12,Maazer,13,0,0
2025-05-12,O. Hassar,2.24,0,0
2025-05-12,Ain Kouachia,11,8.188,74.4364
2025-05-12,Zamrine,0.496,0.43,86.6936
2025-05-12,Réserve totale,,705.12695,
2025-05-11,Sidi Mohammed Ben Abdellah,974.788,657.898,67.4914
2025-05-11,Tamesna,57,21.451,37.6333
2025-05-11,El Mellah,35,15.282,43.6629
2025-05-11,El Himer,14,1.536,10.9714
2025-05-11,Maazer,13,0,0
2025-05-11,O. Hassar,2.24,0,0
2025-05-11,Ain Kouachia,11,8.201,74.5545
2025-05-11,Zamrine,0.496,0.43,86.6936
2025-05-11,Réserve totale,,704.798,
2025-05-10,Sidi Mohammed Ben Abdellah,974.788,657.898,67.4914
2025-05-10,Tamesna,57,21.487,37.6965
2025-05-10,El Mellah,35,15.313,43.7514
2025-05-10,El Himer,14,1.54,11
2025-05-10,Maazer,13,0,0
2025-05-10,O. Hassar,2.24,0,0
2025-05-10,Ain Kouachia,11,8.201,74.5545
2025-05-10,Zamrine,0.496,0.431,86.8952
2025-05-10,Réserve totale,,704.87,
2025-05-09,Sidi Mohammed Ben Abdellah,974.788,657.898,67.4914
2025-05-09,Tamesna,57,21.505,37.7281
2025-05-09,El Mellah,35,15.344,43.84
2025-05-09,El Himer,14,1.54,11
2025-05-09,Maazer,13,0,0
2025-05-09,O. Hassar,2.24,0,0
2025-05-09,Ain Kouachia,11,8.214,74.6727
2025-05-09,Zamrine,0.496,0.431,86.8952
2025-05-09,Réserve totale,,704.932,
2025-05-08,Sidi Mohammed Ben Abdellah,974.788,657.536,67.4543
2025-05-08,Tamesna,57,21.541,37.7912
2025-05-08,El Mellah,35,15.344,43.84
2025-05-08,El Himer,14,1.544,11.0286
2025-05-08,Maazer,13,0,0
2025-05-08,O. Hassar,2.24,0,0
2025-05-08,Ain Kouachia,11,8.228,74.8
2025-05-08,Zamrine,0.496,0.431,86.8952
2025-05-08,Réserve totale,,704.6241,
2025-05-07,Sidi Mohammed Ben Abdellah,974.788,657.536,67.4543
2025-05-07,Tamesna,57,21.559,37.8228
2025-05-07,El Mellah,35,15.375,43.9286
2025-05-07,El Himer,14,1.548,11.0571
2025-05-07,Maazer,13,0,0
2025-05-07,O. Hassar,2.24,0,0
2025-05-07,Ain Kouachia,11,8.228,74.8
2025-05-07,Zamrine,0.496,0.431,86.8952
2025-05-07,Réserve totale,,704.67706,
2025-05-06,Sidi Mohammed Ben Abdellah,974.788,657.536,67.4543
2025-05-06,Tamesna,57,21.577,37.8544
2025-05-06,El Mellah,35,15.406,44.0171
2025-05-06,El Himer,14,1.551,11.0786
2025-05-06,Maazer,13,0,0
2025-05-06,O. Hassar,2.24,0,0
2025-05-06,Ain Kouachia,11,8.241,74.9182
2025-05-06,Zamrine,0.496,0.432,87.0968
2025-05-06,Réserve totale,,704.7431,
2025-05-05,Sidi Mohammed Ben Abdellah,974.788,657.536,67.4543
2025-05-05,Tamesna,57,21.613,37.9175
2025-05-05,El Mellah,35,15.406,44.0171
2025-05-05,El Himer,14,1.551,11.0786
2025-05-05,Maazer,13,0,0
2025-05-05,O. Hassar,2.24,0,0
2025-05-05,Ain Kouachia,11,8.254,75.0364
2025-05-05,Zamrine,0.496,0.432,87.0968
2025-05-05,Réserve totale,,704.79205,
2025-05-04,Sidi Mohammed Ben Abdellah,974.788,657.536,67.4543
2025-05-04,Tamesna,57,21.631,37.9491
2025-05-04,El Mellah,35,15.437,44.1057
2025-05-04,El Himer,14,1.555,11.1071
2025-05-04,Maazer,13,0,0
2025-05-04,O. Hassar,2.24,0,0
2025-05-04,Ain Kouachia,11,8.254,75.0364
2025-05-04,Zamrine,0.496,0.432,87.0968
2025-05-04,Réserve totale,,704.84503,
2025-05-03,Sidi Mohammed Ben Abdellah,974.788,657.175,67.4172
2025-05-03,Tamesna,57,21.667,38.0123
2025-05-03,El Mellah,35,15.469,44.1971
2025-05-03,El Himer,14,1.555,11.1071
2025-05-03,Maazer,13,0,0
2025-05-03,O. Hassar,2.24,0,0
2025-05-03,Ain Kouachia,11,8.268,75.1636
2025-05-03,Zamrine,0.496,0.435,87.7016
2025-05-03,Réserve totale,,704.569,
2025-05-02,Sidi Mohammed Ben Abdellah,974.788,657.175,67.4172
2025-05-02,Tamesna,57,21.704,38.0772
2025-05-02,El Mellah,35,15.5,44.2857
2025-05-02,El Himer,14,1.559,11.1357
2025-05-02,Maazer,13,0,0
2025-05-02,O. Hassar,2.24,0,0
2025-05-02,Ain Kouachia,11,8.268,75.1636
2025-05-02,Zamrine,0.496,0.435,87.7016
2025-05-02,Réserve totale,,704.641,
2025-05-01,Sidi Mohammed Ben Abdellah,974.788,657.175,67.4172
2025-05-01,Tamesna,57,21.722,38.1088
2025-05-01,El Mellah,35,15.5,44.2857
2025-05-01,El Himer,14,1.563,11.1643
2025-05-01,Maazer,13,0,0
2025-05-01,O. Hassar,2.24,0,0
2025-05-01,Ain Kouachia,11,8.281,75.2818
2025-05-01,Zamrine,0.496,0.435,87.7016
2025-05-01,Réserve totale,,704.67596,
2025-04-30,Sidi Mohammed Ben Abdellah,974.788,656.815,67.3803
2025-04-30,Tamesna,57,21.74,38.1404
2025-04-30,El Mellah,35,15.531,44.3743
2025-04-30,El Himer,14,1.563,11.1643
2025-04-30,Maazer,13,0,0
2025-04-30,O. Hassar,2.24,0,0
2025-04-30,Ain Kouachia,11,8.294,75.4
2025-04-30,Zamrine,0.496,0.435,87.7016
2025-04-30,Réserve totale,,704.378,
2025-04-29,Sidi Mohammed Ben Abdellah,974.788,656.454,67.3433
2025-04-29,Tamesna,57,21.758,38.1719
2025-04-29,El Mellah,35,15.531,44.3743
2025-04-29,El Himer,14,1.567,11.1929
2025-04-29,Maazer,13,0,0
2025-04-29,O. Hassar,2.24,0,0
2025-04-29,Ain Kouachia,11,8.294,75.4
2025-04-29,Zamrine,0.496,0.436,87.9032
2025-04-29,Réserve totale,,704.04,
2025-04-28,Sidi Mohammed Ben Abdellah,974.788,655.373,67.2324
2025-04-28,Tamesna,57,21.758,38.1719
2025-04-28,El Mellah,35,15.531,44.3743
2025-04-28,El Himer,14,1.567,11.1929
2025-04-28,Maazer,13,0,0
2025-04-28,O. Hassar,2.24,0,0
2025-04-28,Ain Kouachia,11,8.308,75.5273
2025-04-28,Zamrine,0.496,0.436,87.9032
2025-04-28,Réserve totale,,702.97296,
2025-04-27,Sidi Mohammed Ben Abdellah,974.788,653.574,67.0478
2025-04-27,Tamesna,57,21.758,38.1719
2025-04-27,El Mellah,35,15.531,44.3743
2025-04-27,El Himer,14,1.567,11.1929
2025-04-27,Maazer,13,0,0
2025-04-27,O. Hassar,2.24,0,0
2025-04-27,Ain Kouachia,11,8.308,75.5273
2025-04-27,Zamrine,0.496,0.436,87.9032
2025-04-27,Réserve totale,,701.17395,
2025-04-26,Sidi Mohammed Ben Abdellah,974.788,649.631,66.6433
2025-04-26,Tamesna,57,21.722,38.1088
2025-04-26,El Mellah,35,15.562,44.4629
2025-04-26,El Himer,14,1.571,11.2214
2025-04-26,Maazer,13,0,0
2025-04-26,O. Hassar,2.24,0,0
2025-04-26,Ain Kouachia,11,8.308,75.5273
2025-04-26,Zamrine,0.496,0.436,87.9032
